,provider_name,address1,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,last_report_date,provider_status,:@computed_region_pqdx_y6mm,npi,address2,provider_note
106,CVS Store #02025,"ROUTE 10, 118 NORTHAMPTON STREET",Easthampton,Hampshire,MA,1027,00069-1085-30,Paxlovid,170.0,"{'type': 'Point', 'coordinates': [-72.672746, 42.270089]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1235239674.0,CVS Pharmacy,
107,CVS Store #00861,355 CENTRE ST.,Brockton,Plymouth,MA,2302,00006-5055-06,Lagevrio (molnupiravir),45.0,"{'type': 'Point', 'coordinates': [-71.00567, 42.08345]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1962502393.0,CVS Pharmacy,
108,Walmart Pharmacy #5306,5545 Simmons St,North Las Vegas,Clark,NV,89031,00069-1085-30,Paxlovid,31.0,"{'type': 'Point', 'coordinates': [-115.181195, 36.260195]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1881611994.0,,
109,Rite Aid 01732,823 COOPER LANDING ROAD,Cherry Hill,Camden,NJ,8002,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-75.010242, 39.938619]}",2022-10-03T00:00:00.000,ACTIVE,31.0,1548379985.0,,
110,KING SOOPERS PHARMACY 62000053,6930 N ACADEMY BLVD,Colorado Springs,El Paso,CO,80918,00006-5055-06,Lagevrio (molnupiravir),7.0,"{'type': 'Point', 'coordinates': [-104.79688, 38.93113]}",2022-10-03T00:00:00.000,ACTIVE,6.0,1114962107.0,,
111,CVS Store #06546,1910 MAIN ST.,Rochester,Fulton,IN,46975,00069-1085-30,Paxlovid,31.0,"{'type': 'Point', 'coordinates': [-86.218205, 41.05482]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1104929827.0,CVS Pharmacy,
112,CVS Store #10190,770 E. DUPONT RD.,Fort Wayne,Allen,IN,46825,00069-1085-30,Paxlovid,36.0,"{'type': 'Point', 'coordinates': [-85.13187, 41.17772]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1104257146.0,CVS Pharmacy,
113,WALGREENS STORE #02889,99 GRANGER BLVD,Marlborough,Middlesex,MA,1752,00006-5055-06,Lagevrio (molnupiravir),45.0,"{'type': 'Point', 'coordinates': [-71.5488, 42.34494]}",2022-09-29T00:00:00.000,ACTIVE,22.0,1073528279.0,,
114,CVS Store #03529,520 N. CANNON BLVD.,Kannapolis,Cabarrus,NC,28083,00069-1101-20,Renal Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-80.608655, 35.501515]}",2022-09-30T00:00:00.000,ACTIVE,34.0,1043313893.0,CVS Pharmacy,
115,SOMC PHARMACY WHEELERSBURG,8770 OHIO RIVER RD,Wheelersburg,Scioto,OH,45694,00006-5055-06,Lagevrio (molnupiravir),33.0,"{'type': 'Point', 'coordinates': [-82.85707, 38.71951]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1366816043.0,,
116,SAV-ON PHARMACY,15128 AIRLINE HWY,Baton Rouge,East Baton Rouge,LA,70817,00006-5055-06,Lagevrio (molnupiravir),21.0,"{'type': 'Point', 'coordinates': [-91.00831, 30.35763]}",2022-10-03T00:00:00.000,ACTIVE,19.0,1891735262.0,,
117,CVS Store #02053,"301-D MAIN ST, HEMPFIELD S/C",Landisville,Lancaster,PA,17538,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-76.41051, 40.09545]}",2022-09-30T00:00:00.000,ACTIVE,39.0,1063510683.0,CVS Pharmacy,
118,WALGREENS STORE #03253,2204 UNIVERSITY AVE,Green Bay,Brown,WI,54302,00006-5055-06,Lagevrio (molnupiravir),46.0,"{'type': 'Point', 'coordinates': [-87.967335, 44.512265]}",2022-09-29T00:00:00.000,ACTIVE,50.0,1942215090.0,,
119,CVS Store #07759,308 SOUTH US HIGHWAY 441,Clayton,Rabun,GA,30525,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-83.39967, 34.87439]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1609979434.0,CVS Pharmacy,
120,CVS Store #03864,3100 LEGION RD.,Hope Mills,Cumberland,NC,28348,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-78.91688, 35.00308]}",2022-09-30T00:00:00.000,ACTIVE,34.0,1134222995.0,CVS Pharmacy,
121,CVS Store #07251,7285 ALIANTE PKWY.,North Las Vegas,Clark,NV,89084,00006-5055-06,Lagevrio (molnupiravir),6.0,"{'type': 'Point', 'coordinates': [-115.18477, 36.29267]}",2022-09-30T00:00:00.000,ACTIVE,29.0,1487754826.0,CVS Pharmacy,
122,CVS Store #04607,5901 MAYFIELD RD.,Mayfield Heights,Cuyahoga,OH,44124,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-81.46649, 41.52052]}",2022-09-30T00:00:00.000,ACTIVE,36.0,1477656205.0,CVS Pharmacy,
123,CVS Store #01360,2834 ALABAMA AVE SE,Washington,District of Columbia,DC,20020,00069-1085-30,Paxlovid,71.0,"{'type': 'Point', 'coordinates': [-76.96686, 38.8604]}",2022-09-30T00:00:00.000,ACTIVE,9.0,1225132293.0,CVS Pharmacy,
124,Walmart Pharmacy #4144,3338 Wrightsboro Rd,Augusta,Richmond,GA,30909,00069-1085-30,Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-82.07027, 33.466955]}",2022-10-03T00:00:00.000,ACTIVE,11.0,1639590508.0,,
125,WALGREENS STORE #01531,625 N BLACK HORSE PIKE,Blackwood,Camden,NJ,8012,00069-1101-20,Renal Paxlovid,20.0,"{'type': 'Point', 'coordinates': [-75.068065, 39.81074]}",2022-09-29T00:00:00.000,ACTIVE,31.0,1518972405.0,,
126,Erics Pharmacy,3306 North Kickapoo,Shawnee,Pottawatomie,OK,74804,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-96.93078, 35.36603]}",2022-07-22T00:00:00.000,UNKNOWN INVENTORY,37.0,1437234721.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
127,Walmart Pharmacy #1488,7001 Concourse Pkwy,Douglasville,Douglas,GA,30134,00069-1085-30,Paxlovid,1.0,"{'type': 'Point', 'coordinates': [-84.756925, 33.73275]}",2022-10-03T00:00:00.000,ACTIVE,11.0,1013934330.0,,
128,WALGREENS STORE #05926,4385 S ARCHER AVE,Chicago,Cook,IL,60632,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-87.7049, 41.813325]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1538174727.0,,
129,Stop and Shop Store # 505,1710 AVENUE Y,Brooklyn,Kings,NY,11235,00006-5055-06,Lagevrio (molnupiravir),46.0,"{'type': 'Point', 'coordinates': [-73.95252, 40.58982]}",2022-10-03T00:00:00.000,ACTIVE,33.0,1316951205.0,,
130,CVS Store #06885,700 W. MAIN ST.,Fairfield,Wayne,IL,62837,00006-5055-06,Lagevrio (molnupiravir),21.0,"{'type': 'Point', 'coordinates': [-88.36854, 38.37957]}",2022-09-30T00:00:00.000,ACTIVE,14.0,1811090681.0,CVS Pharmacy,
131,CVS STORE #16463,2690 US HWY 22 E,Union,Union,NJ,7083,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-74.30874, 40.68727]}",2022-09-30T00:00:00.000,ACTIVE,31.0,1851313464.0,CVS Pharmacy,
132,CVS Store #00995,2 MILLISTON RD,Millis,Norfolk,MA,2054,00069-1085-30,Paxlovid,82.0,"{'type': 'Point', 'coordinates': [-71.35401, 42.167925]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1942309307.0,CVS Pharmacy,
133,Sams Pharmacy #6261,1910 E Serene Ave,Las Vegas,Clark,NV,89123,00069-1085-30,Paxlovid,15.0,"{'type': 'Point', 'coordinates': [-115.12657, 36.02306]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1073530184.0,,
134,Rite Aid 04403,2580 LAKE AVENUE,North Muskegon,Muskegon,MI,49445,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-86.25087, 43.265745]}",2022-10-03T00:00:00.000,ACTIVE,23.0,1881617355.0,,
135,CVS STORE #00638,74 SOUTH LAKEVIEW DR.,Gibbsboro,Camden,NJ,8026,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-74.96027, 39.83735]}",2022-09-30T00:00:00.000,ACTIVE,31.0,1750576294.0,CVS Pharmacy,
136,ST GEORGES FAMILY PHARMACY,332 W St Georges Avenue,Linden,Union,NJ,7036,00310-7442-02,Evusheld,24.0,"{'type': 'Point', 'coordinates': [-74.26838, 40.63327]}",2022-10-03T00:00:00.000,ACTIVE,31.0,1972883734.0,,
137,FRED MEYER PHARMACY 70100662,5230 W FRANKLIN RD,Boise,Ada,ID,83705,00069-1085-30,Paxlovid,11.0,"{'type': 'Point', 'coordinates': [-116.24392, 43.60405]}",2022-10-03T00:00:00.000,ACTIVE,13.0,1376588442.0,,
138,LACEYS LTC PHARMACY,4469 LEMON STREET,Acworth,Cobb,GA,30101,00069-1101-20,Renal Paxlovid,,"{'type': 'Point', 'coordinates': [-84.67653, 34.066755]}",,UNKNOWN INVENTORY,11.0,1023123825.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
139,Meijer Store 214,13521 S ROUTE 59,Plainfield,Will,IL,60544,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-88.20008, 41.63488]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1053681858.0,Deliver to Pharmacy,
140,WALGREENS STORE #07684,2366 HARDING HWY,Lima,Allen,OH,45804,00006-5055-06,Lagevrio (molnupiravir),89.0,"{'type': 'Point', 'coordinates': [-84.0623, 40.73016]}",2022-09-29T00:00:00.000,ACTIVE,36.0,1073528022.0,,
141,Walmart Pharmacy #2752,5990 Dahlia St,Commerce City,Adams,CO,80022,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-104.928015, 39.804515]}",2022-10-03T00:00:00.000,ACTIVE,6.0,1447277728.0,,
142,CHARLTON MEMORIAL HOSPITAL,363 HIGHLAND AVE,Fall River,Bristol,MA,2720,00069-1085-30,Paxlovid,106.0,"{'type': 'Point', 'coordinates': [-71.14644, 41.70993]}",2022-10-03T00:00:00.000,ACTIVE,22.0,1306871223.0,INPATIENT PHARMACY,
143,SMITHS PHARMACY 70600381,830 S BOULDER HWY,Henderson,Clark,NV,89015,00006-5055-06,Lagevrio (molnupiravir),15.0,"{'type': 'Point', 'coordinates': [-114.965875, 36.026995]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1053336677.0,,
144,FROEDTERT PHARMACY 350,1700 W Paradise Dr.,West Bend,Washington,WI,53095,00006-5055-06,Lagevrio (molnupiravir),34.0,"{'type': 'Point', 'coordinates': [-88.1572, 43.39907]}",2022-10-03T00:00:00.000,ACTIVE,50.0,1992354823.0,Room 1600,
145,CN WILMA P. MANKILLER HEALTH CENTER,471688 HIGHWAY 51,Stillwell,Adair,OK,74960,00006-5055-06,Lagevrio (molnupiravir),18.0,"{'type': 'Point', 'coordinates': [-94.62368, 35.80937]}",2022-10-03T00:00:00.000,ACTIVE,37.0,,,
146,CVS Store #17736,471 SALEM ST,Medford,Middlesex,MA,2155,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-71.09131, 42.42293]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1568953529.0,CVS Pharmacy,
147,KROGER PHARMACY 03400394,2010 COUNTRY CLUB RD,Lake Charles,Calcasieu,LA,70605,00006-5055-06,Lagevrio (molnupiravir),19.0,"{'type': 'Point', 'coordinates': [-93.25193, 30.16882]}",2022-10-03T00:00:00.000,ACTIVE,19.0,1932647179.0,,
148,Rite Aid 10517,86 B LACEY ROAD,Whiting,Ocean,NJ,8759,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-74.37674, 39.95302]}",2022-10-03T00:00:00.000,ACTIVE,31.0,1962501106.0,,
149,WALGREENS STORE #01451,1083 BOSTON POST RD,Milford,New Haven,CT,6460,00069-1085-30,Paxlovid,57.0,"{'type': 'Point', 'coordinates': [-73.042533, 41.23271]}",2022-09-29T00:00:00.000,ACTIVE,7.0,1114933850.0,,
150,WALGREENS STORE #07347,129 SOMERSET ST,Somerville,Somerset,NJ,8876,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-74.624955, 40.56906]}",2022-09-29T00:00:00.000,ACTIVE,31.0,1346255320.0,,
151,OAKHURST PHARMACY,1630 OAKHURST COMMONS DR,Charlotte,Mecklenburg,NC,28205,00310-7442-02,Evusheld,34.0,"{'type': 'Point', 'coordinates': [-80.78227, 35.19394]}",2022-10-03T00:00:00.000,ACTIVE,34.0,,SUITE 206,
152,Walmart Pharmacy #4339,5940 Losee Rd,N Las Vegas,Clark,NV,89081,00006-5055-06,Lagevrio (molnupiravir),89.0,"{'type': 'Point', 'coordinates': [-115.11569, 36.26769]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1902006778.0,,
153,CONCEPT PHARMACY SERVICES,639 CHESTNUT STREET,Ashland,Schuylkill,PA,17921,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-76.34058, 40.78327]}",2022-09-14T00:00:00.000,UNKNOWN INVENTORY,39.0,1043204670.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
154,WALGREENS STORE #06796,290 RANDALL RD,South Elgin,Kane,IL,60177,00006-5055-06,Lagevrio (molnupiravir),81.0,"{'type': 'Point', 'coordinates': [-88.34297, 41.99087]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1376558577.0,,
155,Rite Aid 00836,1781 STEFKO BOULEVARD,Bethlehem,Northampton,PA,18017,00069-1101-20,Renal Paxlovid,2.0,"{'type': 'Point', 'coordinates': [-75.34957, 40.63796]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1396834032.0,,
156,CVS Store #01639,105 S. SPORTING HILL RD.,Mechanicsburg,Cumberland,PA,17050,00069-1101-20,Renal Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-76.97192, 40.23617]}",2022-09-30T00:00:00.000,ACTIVE,39.0,1154425999.0,CVS Pharmacy,
157,KROGER PHARMACY 01100432,2345 BETHELVIEW RD,Cumming,Forsyth,GA,30040,00069-1085-30,Paxlovid,14.0,"{'type': 'Point', 'coordinates': [-84.194598, 34.237722]}",2022-10-03T00:00:00.000,ACTIVE,11.0,1548294382.0,,
158,WALGREENS STORE #04561,1918 W FABYAN PKWY,Batavia,Kane,IL,60510,00006-5055-06,Lagevrio (molnupiravir),70.0,"{'type': 'Point', 'coordinates': [-88.33762, 41.86431]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1104833185.0,,
159,CVS Store #01603,104 WASHINGTON STREET,Norwell,Plymouth,MA,2061,00069-1085-30,Paxlovid,42.0,"{'type': 'Point', 'coordinates': [-70.87841, 42.17142]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1750518296.0,CVS Pharmacy,
160,WALGREENS STORE #03729,7350 BARRINGTON RD,Hanover Park,Cook,IL,60133,00006-5055-06,Lagevrio (molnupiravir),176.0,"{'type': 'Point', 'coordinates': [-88.14553, 42.00515]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1558378588.0,,
161,CVS Store #00157,2890 NORTHTOWNE LANE,Reno,Washoe,NV,89512,00069-1085-30,Paxlovid,17.0,"{'type': 'Point', 'coordinates': [-119.78119, 39.55624]}",2022-09-30T00:00:00.000,ACTIVE,29.0,1477790012.0,CVS Pharmacy,
162,CVS Store #01917,"6007 ALLENTOWN BLVD, PAXTON SQUARE",Harrisburg,Dauphin,PA,17112,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-76.78782, 40.32297]}",2022-09-30T00:00:00.000,ACTIVE,39.0,1215035837.0,CVS Pharmacy,
163,WALGREENS STORE #09278,11025 E WASHINGTON ST,Indianapolis,Marion,IN,46229,00069-1085-30,Paxlovid,31.0,"{'type': 'Point', 'coordinates': [-85.970335, 39.77529]}",2022-09-29T00:00:00.000,ACTIVE,15.0,1396828141.0,,
164,WALGREENS STORE #17575,161 MAIN ST,Westhampton Beach,Suffolk,NY,11978,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-72.64098, 40.809855]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1831613132.0,,
165,CVS Store #01184,NEWBURYPORT TPKE/RT 1,Rowley,Essex,MA,1969,00006-5055-06,Lagevrio (molnupiravir),16.0,"{'type': 'Point', 'coordinates': [-70.87833, 42.80197]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1427158864.0,MARKETBASKET CTR,
166,WALGREENS STORE #05309,1441 CAPITOL DR,Pewaukee,Waukesha,WI,53072,00006-5055-06,Lagevrio (molnupiravir),50.0,"{'type': 'Point', 'coordinates': [-88.228835, 43.084055]}",2022-09-29T00:00:00.000,ACTIVE,50.0,1992710057.0,,
167,WALGREENS STORE #13465,717 N BROAD ST,Edenton,Chowan,NC,27932,00069-1101-20,Renal Paxlovid,1.0,"{'type': 'Point', 'coordinates': [-76.60625, 36.06939]}",2022-09-29T00:00:00.000,ACTIVE,34.0,1487974234.0,,
168,WALGREENS STORE #11792,102 S 1ST ST,Jesup,Wayne,GA,31545,00069-1085-30,Paxlovid,75.0,"{'type': 'Point', 'coordinates': [-81.88593, 31.60716]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1982858718.0,,
169,WALGREENS STORE #10190,565 E CENTENNIAL PKWY,North Las Vegas,Clark,NV,89081,00069-1085-30,Paxlovid,53.0,"{'type': 'Point', 'coordinates': [-115.134255, 36.27582]}",2022-09-29T00:00:00.000,ACTIVE,29.0,1013183045.0,,
170,BOSWELL PRESCRIPTION CENTER LLC,210 OHIO ST,Boswell,Somerset,PA,15531,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-79.03275, 40.16089]}",2022-09-27T00:00:00.000,ACTIVE,39.0,1447369608.0,,
171,ADVENTHEALTH SHAWNEE MISSION HSPTL,9100 W 74th ST,Shawnee Mission,Johnson,KS,66204,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-94.69136, 38.99622]}",2022-09-29T00:00:00.000,ACTIVE,17.0,,,
172,Jefferson Health Northeast,10800 KNIGHTS RD,Philadelphia,Philadelphia,PA,19114,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-74.98308, 40.071185]}",2022-10-03T00:00:00.000,ACTIVE,39.0,,,
173,ERIE COUNTY HEALTH DEPARTMENT,420 Superior St,Sandusky,Erie,OH,44870,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-82.74349, 41.44864]}",2022-09-30T00:00:00.000,ACTIVE,,1700157492.0,,
174,CVS Store #04906,4240 NARROW LANE ROAD,Montgomery,Montgomery,AL,36111,00069-1085-30,Paxlovid,42.0,"{'type': 'Point', 'coordinates': [-86.282535, 32.32754]}",2022-09-30T00:00:00.000,ACTIVE,1.0,1225131949.0,CVS Pharmacy,
175,CVS Store #06617,100 N ANDERSON ST.,Elwood,Madison,IN,46036,00069-1085-30,Paxlovid,33.0,"{'type': 'Point', 'coordinates': [-85.84234000000001, 40.27732]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1508969288.0,CVS Pharmacy,
176,WALGREENS STORE #06138,2065 S HAIRSTON RD,Decatur,Dekalb,GA,30035,00069-1085-30,Paxlovid,36.0,"{'type': 'Point', 'coordinates': [-84.1951, 33.72962]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1104831312.0,,
177,Sams Pharmacy #8263,4420 S Sheridan Rd,Tulsa,Tulsa,OK,74145,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-95.905975, 36.099965]}",2022-10-03T00:00:00.000,ACTIVE,37.0,1952328080.0,,
178,CVS Store #05051,"4250 ROSWELL RD., N.E.",Marietta,Cobb,GA,30062,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-84.42701, 33.98348]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1841356300.0,CVS Pharmacy,
179,Walmart Pharmacy #4049,21000 Western Ave,Olympia Fields,Cook,IL,60461,00006-5055-06,Lagevrio (molnupiravir),46.0,"{'type': 'Point', 'coordinates': [-87.67579, 41.508070000000004]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1205289246.0,,
180,CVS Store #01854,"100 FRONT ST, HARBOR MALL",Scituate,Plymouth,MA,2066,00006-5055-06,Lagevrio (molnupiravir),11.0,"{'type': 'Point', 'coordinates': [-70.724875, 42.194545]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1023118452.0,CVS Pharmacy,
181,Walmart Pharmacy #5668,5301 S 76th St,Greendale,Milwaukee,WI,53129,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-88.01068, 42.94782]}",2022-10-03T00:00:00.000,ACTIVE,50.0,1902142672.0,,
182,CVS Store #16686,7110 YOUREE DR,Shreveport,Caddo,LA,71105,00006-5055-06,Lagevrio (molnupiravir),12.0,"{'type': 'Point', 'coordinates': [-93.71995, 32.43965]}",2022-09-30T00:00:00.000,ACTIVE,19.0,1760404412.0,CVS Pharmacy,
183,KING SOOPERS PHARMACY 62000111,3495 S UNIVERSITY BLVD SUITE E,Englewood,Denver,CO,80113,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-104.960755, 39.65376]}",2022-10-03T00:00:00.000,ACTIVE,6.0,1255683868.0,,
184,WALGREENS STORE #10432,1670 MARTIN LUTHER KING JR BLVD,Chapel Hill,Orange,NC,27514,00069-1101-20,Renal Paxlovid,2.0,"{'type': 'Point', 'coordinates': [-79.057105, 35.96268]}",2022-09-29T00:00:00.000,ACTIVE,34.0,1689128647.0,,
185,COLTS NECK PHARMACY,420 State Route 34 Suite 309,Colts Neck,Monmouth,NJ,7722,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-74.174575, 40.29221]}",2022-10-03T00:00:00.000,ACTIVE,31.0,1710053814.0,,
186,CVS Store #06662,711 W. MILL ST.,Middletown,Henry,IN,47356,00069-1085-30,Paxlovid,41.0,"{'type': 'Point', 'coordinates': [-85.53681, 40.062065]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1396848016.0,CVS Pharmacy,
187,"METHODIST HOSP PHARMACY, CENTRAL",1265 Union Ave,Memphis,Shelby,TN,38104,00310-7442-02,Evusheld,51.0,"{'type': 'Point', 'coordinates': [-90.019457, 35.13681]}",2022-10-03T00:00:00.000,ACTIVE,43.0,,Pharmacy,
188,CVS Store #16634,400 LYNN FELLS PKWY,Saugus,Essex,MA,1906,00006-5055-06,Lagevrio (molnupiravir),48.0,"{'type': 'Point', 'coordinates': [-71.02588, 42.48072]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1952323610.0,CVS Pharmacy,
189,MEDICINE MAN BONNERS FERRY PHARMACY,6452 Main Street,Bonners Ferry,Boundary,ID,83805,00069-1085-30,Paxlovid,13.0,"{'type': 'Point', 'coordinates': [-116.33313, 48.6773]}",2022-10-03T00:00:00.000,ACTIVE,13.0,1578826178.0,,
190,WALGREENS STORE #10832,2350 N COLUMBIA ST,Milledgeville,Baldwin,GA,31061,00069-1085-30,Paxlovid,71.0,"{'type': 'Point', 'coordinates': [-83.254905, 33.10845]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1043471915.0,,
191,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BL,Gallup,Mckinley,NM,87301,00310-7442-02,Evusheld,27.0,"{'type': 'Point', 'coordinates': [-108.72981, 35.50761]}",2022-10-03T00:00:00.000,ACTIVE,32.0,,,
192,Rite Aid 04268,3986 JOHN R ROAD,Troy,Oakland,MI,48083,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-83.10806, 42.57758]}",2022-10-03T00:00:00.000,ACTIVE,23.0,1649280181.0,,
193,WALGREENS STORE #05089,7111 S WESTERN AVE,Chicago,Cook,IL,60636,00006-5055-06,Lagevrio (molnupiravir),72.0,"{'type': 'Point', 'coordinates': [-87.68277, 41.76419]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1639184823.0,,
194,CVS Store #02228,5304 NORTH BUFORD HIGHWAY,Norcross,Gwinnett,GA,30071,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-84.19948, 33.9481]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1982708814.0,CVS Pharmacy,
195,CVS Store #03875,1450 POTTSTOWN PIKE,West Chester,Chester,PA,19380,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-75.61675, 40.01042]}",2022-09-30T00:00:00.000,ACTIVE,39.0,1083055784.0,CVS Pharmacy,
196,FAIR HAVEN COMMUNITY HEALTH CENTER,374 Grand Ave,New Haven,New Haven,CT,6513,00069-1085-30,Paxlovid,23.0,"{'type': 'Point', 'coordinates': [-72.902105, 41.308355]}",2022-09-30T00:00:00.000,ACTIVE,7.0,1831465830.0,,
197,KROGER PHARMACY 02100907,1600 S OHIO ST,Martinsville,Morgan,IN,46151,00069-1085-30,Paxlovid,23.0,"{'type': 'Point', 'coordinates': [-86.42599, 39.41158]}",2022-10-03T00:00:00.000,ACTIVE,15.0,1295808715.0,,
198,CVS Store #03569,1550 WILKESBORO HWY,Statesville,Iredell,NC,28625,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-80.909376, 35.80713]}",2022-09-30T00:00:00.000,ACTIVE,34.0,1770686529.0,CVS Pharmacy,
199,WALGREENS STORE #17749,75 PEARL ST,Essex Junction,Chittenden,VT,5452,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-73.12005, 44.49501]}",2022-09-29T00:00:00.000,ACTIVE,46.0,1922521533.0,,
200,CVS Store #04674,7042 MOON RD.,Columbus,Muscogee,GA,31909,00069-1101-20,Renal Paxlovid,12.0,"{'type': 'Point', 'coordinates': [-84.9261, 32.54999]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1548363393.0,CVS Pharmacy,
201,WALGREENS STORE #07741,2154 JOHNSON FERRY RD NE,Brookhaven,Dekalb,GA,30319,00069-1085-30,Paxlovid,34.0,"{'type': 'Point', 'coordinates': [-84.32496, 33.892115]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1164617452.0,,
202,CVS STORE #05128,238 FORSGATE DR.,Jamesburg,Middlesex,NJ,8831,00069-1101-20,Renal Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-74.43899, 40.34678]}",2022-09-30T00:00:00.000,ACTIVE,31.0,1467544064.0,CVS Pharmacy,
203,CVS Store #06022,12301 NORTH MAY AVE.,Oklahoma City,Oklahoma,OK,73120,00006-5055-06,Lagevrio (molnupiravir),32.0,"{'type': 'Point', 'coordinates': [-97.5677, 35.59504]}",2022-09-30T00:00:00.000,ACTIVE,37.0,1306940135.0,CVS Pharmacy,
204,WALGREENS STORE #17009,803 S MAIN ST,Salem,Washington,IN,47167,00069-1085-30,Paxlovid,15.0,"{'type': 'Point', 'coordinates': [-86.10035, 38.597055]}",2022-09-29T00:00:00.000,ACTIVE,15.0,1952825564.0,,
